화면,도시,시군,순번,id,장소명,장소명(영문),분류코드,분류,위도,경도,권장체류(분),체류표기,운영시간(원문),개장(파싱),폐장(파싱),운영시간적용,영상장소,확장장소,한국관광100선,유네스코,무장애,자동코스후보,좌표근거
nation,전국,경주,·,gjx35,옥산서원,Oksan Seowon,herit,역사·문화유산,36.0117,129.1633,60,1h,09:00–18:00 · 무료 · 054-762-6567,09:00,18:00,Y,N,Y,N,Y,N,Y,경주시 관광지 현황(공공데이터) 안강읍 옥산서원길 216-27 · 지오코딩 확인
nation,전국,거제,8,gz1,덕포해수욕장,Deokpo Beach,sea,해양·자연경관,34.9131,128.7126,70,1h 10m,상시 개방,,,N,Y,N,N,N,N,Y,거제시 관광정보 좌표
nation,전국,거제,9,gz2,매미성,Maemi Fortress,sea,해양·자연경관,34.9682513,128.7051193,50,50m,상시 개방,,,N,Y,N,N,N,N,Y,한국관광공사 좌표
nation,전국,거제,10,gz3,해금강,Haegeumgang,sea,해양·자연경관,34.7333355,128.6839246,90,1h 30m,유람선 09:00–16:00,09:00,16:00,Y,Y,N,N,N,N,Y,한국관광공사 좌표
nation,전국,거제,11,gz4,바람의 언덕,Windy Hill,sea,해양·자연경관,34.7447,128.6631,60,1h,상시 개방,,,N,Y,N,N,N,N,Y,한국관광공사 좌표
nation,전국,거제,12,gz5,오션뷰 카페 씨야드,Seayard Ocean-view Cafe,sea,해양·자연경관,34.8552,128.5772,60,1h,10:00–21:00,10:00,21:00,Y,Y,N,N,N,N,Y,거제남서로 3613-70 지오코딩 확인
nation,전국,거제,13,gz6,거제식물원,Geoje Botanic Garden,heal,힐링·생태·체험,34.8568,128.5782,80,1h 20m,09:00–18:00,09:00,18:00,Y,Y,N,N,N,N,Y,관광정보 좌표
nation,전국,거제,14,gz7,거제 파노라마 케이블카,Geoje Panorama Cable Car,heal,힐링·생태·체험,34.7868,128.6327,70,1h 10m,09:30–17:30,09:30,17:30,Y,Y,N,N,N,N,Y,하부역사(거제중앙로 288) 지오코딩 확인
nation,전국,거제,15,gz8,동부저수지,Dongbu Reservoir,heal,힐링·생태·체험,34.8125,128.6239,40,40m,상시 개방,,,N,Y,N,N,N,N,Y,관광정보 좌표
nation,전국,거제,16,gz9,고현동 상권,Gohyeon-dong District,food,로컬상권·먹거리,34.8863,128.6239,90,1h 30m,11:00–23:00,11:00,23:00,Y,N,N,N,N,N,Y,고현시장 대표점 기준 분석점 (반경 500m)
nation,전국,거제,17,gz10,거제 고현시장,Gohyeon Market,food,로컬상권·먹거리,34.8863,128.6239,50,50m,08:00–20:00,08:00,20:00,Y,Y,N,N,N,N,Y,거제중앙로 1883 지오코딩 확인
nation,전국,거제,18,gz11,원조거제굴구이,Wonjo Geoje Grilled Oyster,food,로컬상권·먹거리,34.84311,128.56209,80,1h 20m,11:00–21:00,11:00,21:00,Y,Y,N,N,N,N,Y,거제면 내간리 977-5 지오코딩 확인 (구글 지도 공유 링크 기준)
nation,전국,거제,19,gz12,거제 전통 양곱창 전골,Geoje Gopchang Hot Pot,food,로컬상권·먹거리,34.8927675,128.6264102,70,1h 10m,16:00–24:00,16:00,00:00,Y,Y,N,N,N,N,Y,주소 기반 좌표
nation,전국,거제,20,gz13,금농갈비,Geumnong Galbi,food,로컬상권·먹거리,34.8895,128.6922,75,1h 15m,11:30–21:30,11:30,21:30,Y,Y,N,N,N,N,Y,옥포로9길 6 지오코딩 확인
nation,전국,거제,21,gz14,농소몽돌해수욕장,Nongso Mongdol Beach,sea,해양·자연경관,35.005,128.7011,60,1h,상시 개방,,,N,Y,N,N,N,N,Y,거제북로 2593 지오코딩 확인
nation,전국,거제,·,gzx1,외도 보타니아,Oedo Botania,heal,힐링·생태·체험,34.7697,128.7106,150,2h 30m,유람선 시간에 따름,,,N,N,Y,N,N,N,Y,한국관광 데이터랩 인기 관광지 · 일운면 외도길 17 지오코딩 확인
nation,전국,거제,·,gzx2,학동 흑진주 몽돌해변,Hakdong Pebble Beach,sea,해양·자연경관,34.7725,128.6398,60,1h,상시 개방,,,N,N,Y,N,N,N,Y,한국관광 데이터랩 인기 관광지 · 동부면 학동6길 30 지오코딩 확인
nation,전국,거제,·,gzx3,신선대,Sinseondae,sea,해양·자연경관,34.7379,128.6648,40,40m,상시 개방,,,N,N,Y,N,N,N,Y,한국관광 데이터랩 인기 관광지 · 남부면 갈곶리 산21-20 지오코딩 확인
nation,전국,거제,·,gzx4,구조라성,Gujora Fortress,herit,역사·문화유산,34.7999,128.6911,50,50m,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,거제시 관광 안내 · 일운면 구조라리 산65-3 지오코딩 확인
nation,전국,거제,·,gzx5,구조라해수욕장,Gujora Beach,sea,해양·자연경관,34.8088,128.6906,70,1h 10m,상시 개방 · 무료 · 055-639-4178,,,N,N,Y,N,N,N,Y,거제시 관광 안내 · 일운면 구조라리 500-1 지오코딩 확인
nation,전국,거제,·,gzx6,지심도,Jisimdo Island,heal,힐링·생태·체험,34.8215,128.7501,240,4h,"장승포항 도선 08:30–17:00 · 왕복 19,000원",08:30,17:00,Y,N,Y,N,N,N,Y,거제시 관광 안내 · 일운면 지심도길 31-2 지오코딩 확인
nation,전국,거제,·,gzx7,거제 포로수용소 유적공원,Geoje POW Camp Park,herit,역사·문화유산,34.8756,128.6247,110,1h 50m,"09:00–18:00 · 어른 7,000원 · 055-639-8125",09:00,18:00,Y,N,Y,N,N,Y,Y,거제시 관광 안내 · 계룡로 61 지오코딩 확인
nation,전국,거제,·,gzx8,여차·홍포 전망대,Yeocha–Hongpo Lookout,sea,해양·자연경관,34.7038,128.6101,40,40m,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,거제시 관광 안내 · 남부면 다포리 산38-145 지오코딩 확인
nation,전국,수원,22,na1,수원화성,Suwon Hwaseong,herit,역사·문화유산,37.2818,127.0135,120,2h,09:00–18:00,09:00,18:00,Y,Y,N,N,Y,N,Y,정조로 825 지오코딩 확인
nation,전국,수원,23,na22,수원화성 국궁체험장,Suwon Hwaseong Archery Range,herit,역사·문화유산,37.2885,127.023,90,1h 30m,10:00–18:00,10:00,18:00,Y,Y,N,N,Y,N,Y,연무대(창룡대로103번길 20) 지오코딩 확인
nation,전국,수원,24,na23,화홍문,Hwahongmun,herit,역사·문화유산,37.2875,127.0178,40,40m,상시 개방,,,N,Y,N,N,Y,N,Y,북수동 화홍문 지오코딩 확인
nation,전국,수원,25,na2,수원전통문화관,Suwon Traditional Culture Center,herit,역사·문화유산,37.2878,127.0146,70,1h 10m,10:00–18:00,10:00,18:00,Y,Y,N,N,N,N,Y,정조로 893 지오코딩 확인
nation,전국,수원,26,na3,행리단길,Haengridan-gil,food,로컬상권·먹거리,37.2851,127.0142,100,1h 40m,11:00–22:00,11:00,22:00,Y,Y,N,N,N,N,Y,행궁동 상권 중심 기준점
nation,전국,정선,27,na4,정선 하이원 스키장 / 워터월드,High1 Ski & Water World,activity,테마파크·액티비티,37.2055,128.8377,300,5h,시즌별 상이,,,N,Y,N,N,N,N,Y,하이원길 424 지오코딩 확인
nation,전국,정선,28,na5,하이원 리조트 (동물농장 / 알파인코스터),High1 Resort (Animal Farm & Alpine Coaster),activity,테마파크·액티비티,37.2053,128.8402,180,3h,10:00–17:00,10:00,17:00,Y,Y,N,N,N,N,Y,하이원길 500 지오코딩 확인
nation,전국,대전,29,na6,성심당,Sungsimdang,food,로컬상권·먹거리,36.3277,127.4273,60,1h,08:00–22:00,08:00,22:00,Y,Y,N,N,N,N,Y,대종로480번길 15 지오코딩 확인
nation,전국,대전,30,na7a,미미 제과점,Mimi Bakery,food,로컬상권·먹거리,36.3525,127.3732,50,50m,09:00–21:00,09:00,21:00,Y,Y,N,N,N,N,Y,서구 갈마역로25번길 17-7 지오코딩 확인
nation,전국,대전,31,na7b,파이가든,Pie Garden,food,로컬상권·먹거리,36.3275,127.4238,50,50m,10:00–21:00,10:00,21:00,Y,Y,N,N,N,N,Y,중구 중앙로 124 지오코딩 확인
nation,전국,대전,32,na7c,파티세리 소신,Patisserie Sosin,food,로컬상권·먹거리,36.3616,127.3527,50,50m,11:00–20:00,11:00,20:00,Y,Y,N,N,N,N,Y,유성구 농대로15번길 7 지오코딩 확인
nation,전국,충주,33,na8,충주 악어다리,Chungju Crocodile Bridge,heal,힐링·생태·체험,36.924,128.0481,50,50m,상시 개방,,,N,Y,N,N,N,N,Y,살미면 월악로 927 지오코딩 확인
nation,전국,충주,34,na9,충주 무학시장,Chungju Muhak Market,food,로컬상권·먹거리,36.9741,127.9281,60,1h,09:00–20:00,09:00,20:00,Y,Y,N,N,N,N,Y,시장 대표 좌표
nation,전국,동해,35,na10,망상해수욕장,Mangsang Beach,sea,해양·자연경관,37.5922,129.0897,90,1h 30m,상시 개방 (해수욕 기간 07/01–08/31),,,N,Y,N,N,N,Y,Y,망상동 망상해수욕장 지오코딩 확인
nation,전국,동해,36,na11,동해망상해변한옥촌,Donghae Mangsang Beach Hanok Village,stay,숙박·로컬체험,37.5927,129.0908,180,3h,15:00 IN / 11:00 OUT,,,N,Y,N,N,N,N,N,"동해대로 6370 (망상동, 망상오토캠핑리조트 내) 기준 좌표"
nation,전국,수원,·,nax1,광교호수공원,Gwanggyo Lake Park,heal,힐링·생태·체험,37.2831,127.0659,80,1h 20m,상시 개방,,,N,N,Y,N,N,N,Y,한국관광 데이터랩 인기 관광지 · 광교호수로 102 지오코딩 확인
nation,전국,정선,·,nax2,정선아리랑시장,Jeongseon Arirang Market,food,로컬상권·먹거리,37.3908,128.6393,70,1h 10m,끝자리 2·7일 장,,,N,N,Y,N,N,N,Y,한국관광 데이터랩 인기 관광지 · 정선읍 봉양리 지오코딩 확인
nation,전국,정선,·,nax3,병방치 스카이워크,Byeongbangchi Skywalk,activity,테마파크·액티비티,37.3405,128.627,50,50m,09:00–18:00,09:00,18:00,Y,N,Y,N,N,N,Y,한국관광 데이터랩 인기 관광지 · 병방치길 225 지오코딩 확인
nation,전국,대전,·,nax4,한밭수목원,Hanbat Arboretum,heal,힐링·생태·체험,36.3679,127.3878,80,1h 20m,09:00–18:00,09:00,18:00,Y,N,Y,N,N,N,Y,한국관광 데이터랩 인기 관광지 · 둔산대로 169 지오코딩 확인
nation,전국,대전,·,nax5,대전 오월드,Daejeon O-World,activity,테마파크·액티비티,36.2923,127.3959,180,3h,09:30–18:00,09:30,18:00,Y,N,Y,N,N,N,Y,한국관광 데이터랩 인기 관광지 · 사정공원로 70 지오코딩 확인
nation,전국,충주,·,nax6,탄금호 무지개길,Tangeum Lake Rainbow Trail,heal,힐링·생태·체험,37.0262,127.858,60,1h,상시 개방,,,N,N,Y,N,N,N,Y,한국관광 데이터랩 인기 관광지 · 중앙탑면 탑평리 지오코딩 확인
nation,전국,충주,·,nax7,수안보온천,Suanbo Hot Springs,heal,힐링·생태·체험,36.8484,127.9865,90,1h 30m,업소별 상이,,,N,N,Y,N,N,N,Y,한국관광 데이터랩 인기 관광지 · 수안보면 온천리 지오코딩 확인
nation,전국,동해,·,nax8,추암 촛대바위,Chuam Candlestick Rock,sea,해양·자연경관,37.4785,129.1568,50,50m,상시 개방,,,N,N,Y,N,N,N,Y,한국관광 데이터랩 인기 관광지 · 추암해변 지오코딩 확인
nation,전국,동해,·,nax9,무릉계곡,Mureung Valley,heal,힐링·생태·체험,37.4636,129.0141,120,2h,입장 08:00–17:00,08:00,17:00,Y,N,Y,Y,N,N,Y,한국관광 데이터랩 인기 관광지 · 삼화로 584 지오코딩 확인
nation,전국,동해,·,nax10,묵호항,Mukho Port,sea,해양·자연경관,37.5519,129.1152,50,50m,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,동해시 관광 안내 · 묵호진동 묵호항 지오코딩 확인
nation,전국,동해,·,nax11,동쪽바다중앙시장,East Sea Central Market,food,로컬상권·먹거리,37.5515,129.108,60,1h,08:00–19:00 · 033-533-4001,08:00,19:00,Y,N,Y,N,N,N,Y,동해시 관광 안내 · 중앙시장길 21 지오코딩 확인
nation,전국,동해,·,nax12,도째비골 스카이밸리,Dojaebigol Skyvalley,activity,테마파크·액티비티,37.5524,129.1157,70,1h 10m,10:00–18:00 · 스카이워크 무료 · 자이언트 슬라이드 유료,10:00,18:00,Y,N,Y,Y,N,N,Y,동해시 관광 안내 · 묵호진동 15-45 지오코딩 확인
nation,전국,동해,·,nax14,천곡황금박쥐동굴,Cheongok Cave,heal,힐링·생태·체험,37.517,129.1107,60,1h,"09:00–18:00 · 어른 4,000원 · 033-539-3630",09:00,18:00,Y,N,Y,N,N,N,Y,동해시 관광 안내 · 천곡동 1003 지오코딩 확인
nation,전국,동해,·,nax15,한섬해변,Hanseom Beach,sea,해양·자연경관,37.4925,129.1106,50,50m,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,동해시 관광 안내 · 고산1길 82 지오코딩 확인
nation,전국,동해,·,nax16,추암해변,Chuam Beach,sea,해양·자연경관,37.4781,129.1538,50,50m,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,동해시 관광 안내 · 추암동 411 지오코딩 확인
nation,전국,대전,·,nax17,엑스포과학공원 한빛탑,Expo Park Hanbit Tower,activity,테마파크·액티비티,36.3747,127.3873,70,1h 10m,09:30–18:00 · 전망대 유료,09:30,18:00,Y,N,Y,N,N,N,Y,유성구 대덕대로 480 주소 기반 좌표
nation,전국,대전,·,nax18,국립중앙과학관,National Science Museum,activity,테마파크·액티비티,36.3762,127.376,110,1h 50m,09:30–17:50 · 월 휴관 · 상설 무료,09:30,17:50,Y,N,Y,N,N,N,Y,유성구 대덕대로 481 주소 기반 좌표
nation,전국,대전,·,nax19,계족산 황톳길,Gyejoksan Red Clay Trail,heal,힐링·생태·체험,36.403,127.452,120,2h,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,대덕구 장동 계족산 주소 기반 좌표
nation,전국,대전,·,nax20,대청호 오백리길,Daecheongho 500-ri Trail,heal,힐링·생태·체험,36.478,127.483,100,1h 40m,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,동구 추동 대청호 주소 기반 좌표
nation,전국,대전,·,nax21,으능정이 스카이로드,Eunhaengdong Sky Road,food,로컬상권·먹거리,36.3282,127.427,60,1h,상시 · 영상 19:00–22:00,19:00,22:00,Y,N,Y,N,N,N,Y,중구 은행동 으능정이거리 주소 기반 좌표
nation,전국,대전,·,nax22,뿌리공원,Ppuri Park,heal,힐링·생태·체험,36.2828,127.4055,70,1h 10m,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,중구 뿌리공원로 47 주소 기반 좌표
nation,전국,수원,·,nax23,화성행궁,Hwaseong Haenggung,herit,역사·문화유산,37.2814,127.0126,80,1h 20m,09:00–18:00 · 유료,09:00,18:00,Y,N,Y,N,N,Y,Y,팔달구 정조로 825 주소 기반 좌표
nation,전국,수원,·,nax24,수원화성박물관,Suwon Hwaseong Museum,herit,역사·문화유산,37.2833,127.0182,70,1h 10m,09:00–18:00 · 월 휴관 · 유료,09:00,18:00,Y,N,Y,N,N,N,Y,팔달구 창룡대로 21 주소 기반 좌표
nation,전국,수원,·,nax25,팔달문시장,Paldalmun Market,food,로컬상권·먹거리,37.2778,127.0166,60,1h,09:00–21:00 · 점포별 상이,09:00,21:00,Y,N,Y,N,N,N,Y,팔달구 팔달문로 주소 기반 좌표
nation,전국,수원,·,nax26,월화원,Wolhwawon,heal,힐링·생태·체험,37.2846,127.0568,40,40m,09:00–22:00 · 무료,09:00,22:00,Y,N,Y,N,N,N,Y,팔달구 인계동 효원공원 내 좌표
nation,전국,수원,·,nax27,수원 스타필드,Starfield Suwon,food,로컬상권·먹거리,37.2723,126.9987,90,1h 30m,10:00–22:00,10:00,22:00,Y,N,Y,N,N,N,Y,장안구 정자동 주소 기반 좌표
nation,전국,수원,·,nax28,광교 갤러리아,Galleria Gwanggyo,activity,테마파크·액티비티,37.2874,127.053,60,1h,10:30–20:00,10:30,20:00,Y,N,Y,N,N,N,Y,영통구 광교중앙로 124 주소 기반 좌표
nation,전국,정선,·,nax29,정선 5일장,Jeongseon Five-day Market,food,로컬상권·먹거리,37.3805,128.6606,80,1h 20m,매월 2·7일 장 · 09:00–17:00,09:00,17:00,Y,N,Y,N,N,N,Y,정선읍 봉양리 주소 기반 좌표
nation,전국,정선,·,nax30,화암동굴,Hwaam Cave,heal,힐링·생태·체험,37.3232,128.7856,90,1h 30m,09:00–16:00 · 유료,09:00,16:00,Y,N,Y,N,N,N,Y,화암면 화암리 주소 기반 좌표
nation,전국,정선,·,nax31,아우라지,Auraji,heal,힐링·생태·체험,37.472,128.746,50,50m,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,여량면 여량리 주소 기반 좌표
nation,전국,정선,·,nax32,정암사,Jeongamsa Temple,herit,역사·문화유산,37.201,128.933,50,50m,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,고한읍 함백산로 1410 주소 기반 좌표
nation,전국,정선,·,nax33,삼탄아트마인,Samtan Art Mine,activity,테마파크·액티비티,37.2306,128.848,90,1h 30m,09:30–18:00 · 월 휴관 · 유료,09:30,18:00,Y,N,Y,N,N,Y,Y,고한읍 함백산로 1445-44 주소 기반 좌표
nation,전국,정선,·,nax34,레일바이크 (구절리~아우라지),Jeongseon Rail Bike,activity,테마파크·액티비티,37.48,128.715,90,1h 30m,운행 시간대별 · 유료 · 예약 권장,,,N,N,Y,N,N,N,Y,여량면 구절리 주소 기반 좌표
nation,전국,충주,·,nax35,중앙탑공원,Jungangtap Park,herit,역사·문화유산,37.0163,127.8656,60,1h,상시 개방 · 무료,,,N,N,Y,N,N,Y,Y,중앙탑면 탑평리 주소 기반 좌표
nation,전국,충주,·,nax36,충주 고구려비 전시관,Chungju Goguryeo Stele Museum,herit,역사·문화유산,37.053,127.924,50,50m,09:00–18:00 · 월 휴관 · 무료,09:00,18:00,Y,N,Y,N,N,N,Y,중앙탑면 감노로 2319 주소 기반 좌표
nation,전국,충주,·,nax37,충주호 유람선 (충주나루),Chungjuho Cruise,activity,테마파크·액티비티,36.997,128.051,90,1h 30m,운항 시간대별 · 유료,,,N,N,Y,N,N,N,Y,동량면 지등로 882 주소 기반 좌표
nation,전국,충주,·,nax38,미륵대원지,Mireuksaji Temple Site,herit,역사·문화유산,36.828,128.013,50,50m,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,수안보면 미륵리 주소 기반 좌표
nation,전국,충주,·,nax39,활옥동굴,Hwarok Cave,activity,테마파크·액티비티,36.991,127.888,70,1h 10m,09:00–18:00 · 유료,09:00,18:00,Y,N,Y,N,N,N,Y,목벌안길 26 주소 기반 좌표
nation,전국,충주,·,nax40,충주 라이트월드,Chungju Light World,activity,테마파크·액티비티,36.988,127.892,80,1h 20m,일몰 후 개장 · 유료,,,N,N,Y,N,N,N,Y,충주호수로 １ 주소 기반 좌표
nation,전국,대구,·,nax101,서문시장,Seomun Market,food,로컬상권·먹거리,35.86889,128.58079,70,1h 10m,09:00–19:00 · 야시장 19:00–23:30,09:00,19:00,Y,N,Y,Y,N,N,Y,중구 큰장로26길 45 구글 지오코딩
nation,전국,대구,·,nax102,동성로,Dongseong-ro,food,로컬상권·먹거리,35.87082,128.59554,80,1h 20m,상시 · 상점별 상이,,,N,N,Y,N,N,N,Y,중구 동성로 구글 지오코딩
nation,전국,대구,·,nax103,김광석다시그리기길,Kim Kwang-seok Road,activity,테마파크·액티비티,35.85997,128.60663,60,1h,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,중구 대봉동 구글 지오코딩
nation,전국,대구,·,nax104,앞산전망대,Apsan Observatory,heal,힐링·생태·체험,35.82433,128.58709,90,1h 30m,케이블카 10:30–일몰 후 · 유료,,,N,N,Y,N,N,N,Y,남구 앞산순환로 574-114 구글 지오코딩
nation,전국,대구,·,nax105,이월드 83타워,E-World & 83 Tower,activity,테마파크·액티비티,35.85331,128.56657,150,2h 30m,10:00–22:00 · 유료,10:00,22:00,Y,N,Y,N,N,N,Y,달서구 두류공원로 200 구글 지오코딩
nation,전국,대구,·,nax106,팔공산 동화사,Donghwasa Temple,herit,역사·문화유산,35.99291,128.704,90,1h 30m,08:00–18:00 · 무료,08:00,18:00,Y,N,Y,N,N,N,Y,동구 팔공산로237길 1 구글 지오코딩
nation,전국,대구,·,nax107,국립대구박물관,Daegu National Museum,herit,역사·문화유산,35.84561,128.63792,80,1h 20m,10:00–18:00 · 월 휴관 · 무료,10:00,18:00,Y,N,Y,N,N,N,Y,수성구 청호로 321 구글 지오코딩
nation,전국,대구,·,nax108,수성못,Suseong Lake,heal,힐링·생태·체험,35.82764,128.61772,60,1h,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,수성구 두산동 구글 지오코딩
nation,전국,전주,·,nax109,전주한옥마을,Jeonju Hanok Village,herit,역사·문화유산,35.81754,127.15204,120,2h,상시 · 시설별 상이,,,N,N,Y,Y,N,Y,Y,완산구 기린대로 99 구글 지오코딩
nation,전국,전주,·,nax110,경기전,Gyeonggijeon Shrine,herit,역사·문화유산,35.81535,127.14979,60,1h,09:00–19:00 · 유료,09:00,19:00,Y,N,Y,N,N,Y,Y,완산구 태조로 44 구글 지오코딩
nation,전국,전주,·,nax111,전동성당,Jeondong Catholic Church,herit,역사·문화유산,35.81336,127.14926,40,40m,09:00–17:00 · 무료,09:00,17:00,Y,N,Y,N,N,N,Y,완산구 태조로 51 구글 지오코딩
nation,전국,전주,·,nax112,자만벽화마을,Jaman Mural Village,activity,테마파크·액티비티,35.81422,127.15721,50,50m,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,완산구 교동 자만마을 구글 지오코딩
nation,전국,전주,·,nax113,남부시장,Nambu Market,food,로컬상권·먹거리,35.81269,127.14686,70,1h 10m,06:00–20:00 · 야시장 금·토,06:00,20:00,Y,N,Y,N,N,Y,Y,완산구 풍남문1길 19-3 구글 지오코딩
nation,전국,전주,·,nax114,오목대,Omokdae,herit,역사·문화유산,35.81439,127.1546,40,40m,상시 개방 · 무료,,,N,N,Y,N,N,Y,Y,완산구 전주천동로 55 구글 지오코딩
nation,전국,전주,·,nax115,전주향교,Jeonju Hyanggyo,herit,역사·문화유산,35.81262,127.15723,50,50m,09:00–18:00 · 무료,09:00,18:00,Y,N,Y,N,N,Y,Y,완산구 향교길 139 구글 지오코딩
nation,전국,전주,·,nax116,덕진공원,Deokjin Park,heal,힐링·생태·체험,35.84757,127.12189,60,1h,상시 개방 · 무료,,,N,N,Y,N,N,Y,Y,덕진구 권삼득로 390 구글 지오코딩
nation,전국,강릉,·,nax117,경포해변,Gyeongpo Beach,sea,해양·자연경관,37.80549,128.90783,80,1h 20m,상시 개방 · 해수욕 7–8월,,,N,N,Y,N,N,Y,Y,강릉시 경포로 구글 지오코딩
nation,전국,강릉,·,nax118,강릉중앙시장,Gangneung Jungang Market,food,로컬상권·먹거리,37.75399,128.89861,60,1h,08:00–20:00 · 점포별 상이,08:00,20:00,Y,N,Y,N,N,N,Y,강릉시 금성로 21 구글 지오코딩
nation,전국,강릉,·,nax119,안목해변 커피거리,Anmok Coffee Street,food,로컬상권·먹거리,37.77316,128.94727,70,1h 10m,상시 · 카페별 상이,,,N,N,Y,N,N,N,Y,강릉시 창해로14번길 구글 지오코딩
nation,전국,강릉,·,nax120,오죽헌,Ojukheon,herit,역사·문화유산,37.77924,128.87752,70,1h 10m,09:00–18:00 · 유료,09:00,18:00,Y,N,Y,N,N,N,Y,강릉시 율곡로3139번길 24 구글 지오코딩
nation,전국,강릉,·,nax121,정동진,Jeongdongjin,sea,해양·자연경관,37.69188,129.02139,60,1h,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,강동면 정동진리 구글 지오코딩
nation,전국,강릉,·,nax122,선교장,Seongyojang House,herit,역사·문화유산,37.78654,128.88512,60,1h,09:00–18:00 · 유료,09:00,18:00,Y,N,Y,N,N,N,Y,강릉시 운정길 63 구글 지오코딩
nation,전국,강릉,·,nax123,주문진항,Jumunjin Port,food,로컬상권·먹거리,37.89206,128.82989,60,1h,수산시장 06:00–20:00,06:00,20:00,Y,N,Y,N,N,N,Y,주문진읍 주문진항 구글 지오코딩
nation,전국,강릉,·,nax124,경포호,Gyeongpo Lake,heal,힐링·생태·체험,37.7967,128.90205,60,1h,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,강릉시 저동 94 구글 지오코딩
nation,전국,여수,·,nax125,오동도,Odongdo,sea,해양·자연경관,34.74467,127.7665,80,1h 20m,상시 개방 · 동백열차 유료,,,N,N,Y,N,N,Y,Y,여수시 오동도로 구글 지오코딩
nation,전국,여수,·,nax126,향일암,Hyangiram Hermitage,herit,역사·문화유산,34.59162,127.80393,90,1h 30m,07:00–19:00 · 유료,07:00,19:00,Y,N,Y,N,N,N,Y,돌산읍 향일암로 1 구글 지오코딩
nation,전국,여수,·,nax127,여수해상케이블카,Yeosu Maritime Cable Car,activity,테마파크·액티비티,34.73056,127.74157,70,1h 10m,09:30–21:30 · 유료,09:30,21:30,Y,N,Y,N,N,N,Y,돌산읍 돌산로 3600-1 구글 지오코딩
nation,전국,여수,·,nax128,이순신광장,Yi Sun-sin Square,herit,역사·문화유산,34.73951,127.73601,40,40m,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,여수시 중앙로 74 구글 지오코딩
nation,전국,여수,·,nax129,진남관,Jinnamgwan,herit,역사·문화유산,34.74192,127.73661,50,50m,09:00–18:00 · 무료,09:00,18:00,Y,N,Y,N,N,N,Y,여수시 진남로 11 구글 지오코딩
nation,전국,여수,·,nax130,돌산공원,Dolsan Park,heal,힐링·생태·체험,34.73046,127.73966,50,50m,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,돌산읍 우두리 산1 구글 지오코딩
nation,전국,여수,·,nax131,낭만포차거리,Nangman Pojang Street,food,로컬상권·먹거리,34.73641,127.74933,70,1h 10m,19:00–01:00 (계절별 상이),19:00,01:00,Y,N,Y,N,N,N,Y,여수시 하멜로 102 구글 지오코딩
nation,전국,여수,·,nax132,여수해양공원,Yeosu Maritime Park,heal,힐링·생태·체험,34.73841,127.74491,50,50m,상시 개방 · 무료,,,N,N,Y,N,N,Y,Y,여수시 종화동 526-7 구글 지오코딩
nation,전국,통영,·,nax133,동피랑벽화마을,Dongpirang Mural Village,activity,테마파크·액티비티,34.84564,128.42761,60,1h,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,통영시 동피랑1길 6-18 구글 지오코딩
nation,전국,통영,·,nax134,통영중앙시장,Tongyeong Jungang Market,food,로컬상권·먹거리,34.84528,128.42464,60,1h,06:00–20:00 · 점포별 상이,06:00,20:00,Y,N,Y,N,N,N,Y,통영시 중앙시장1길 14-16 구글 지오코딩
nation,전국,통영,·,nax135,한려수도 조망케이블카,Hallyeosudo Cable Car,activity,테마파크·액티비티,34.82643,128.42542,90,1h 30m,09:30–17:00 · 유료 · 기상 휴업,09:30,17:00,Y,N,Y,N,N,Y,Y,통영시 도남동 349-1 구글 지오코딩
nation,전국,통영,·,nax136,이순신공원,Yi Sun-sin Park,heal,힐링·생태·체험,34.84381,128.4429,60,1h,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,통영시 멘데해안길 205 구글 지오코딩
nation,전국,통영,·,nax137,달아공원,Dara Park,sea,해양·자연경관,34.76915,128.39958,50,50m,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,산양읍 산양일주로 1115 구글 지오코딩
nation,전국,통영,·,nax138,삼도수군통제영,Tongjeyeong Naval HQ,herit,역사·문화유산,34.84755,128.42315,70,1h 10m,09:00–18:00 · 유료,09:00,18:00,Y,N,Y,N,N,N,Y,통영시 세병로 27 구글 지오코딩
